doi,url,status,venue,year
10.1161/JAHA.118.011054,,CLOSED,Journal of the American Heart Association : Cardiovascular and Cerebrovascular Disease,2019
10.1080/01612840.2020.1752866,,CLOSED,Issues in Mental Health Nursing,2020
10.3390/dj8040111,https://www.mdpi.com/2304-6767/8/4/111/pdf,GOLD,Dental journal,2020
10.1212/CPJ.0000000000000720,,CLOSED,Neurology Clinical Practice,2020
10.1016/j.jneb.2016.08.013,,CLOSED,Journal of nutrition education and behavior,2016
10.1117/12.2549597,,CLOSED,Medical Imaging: Image-Guided Procedures,2020
10.1111/j.1524-4733.2008.00423.x,,CLOSED,Value in Health,2009
10.1016/j.bbrc.2017.07.149,,CLOSED,Biochemical and Biophysical Research Communications - BBRC,2017
10.1021/acs.jpca.9b06274,,CLOSED,Journal of Physical Chemistry A,2019
10.1039/c2dt32256k,,CLOSED,Dalton Transactions,2013
10.1039/c4cc02584a,,CLOSED,Chemical Communications,2014
10.1145/1993574.1993589,http://www-2.cs.cmu.edu/%7Esandholm/cs15-892F11/multi-keyword%20sponsored%20search.ec11.pdf,GREEN,ACM Conference on Economics and Computation,2011
10.1891/0730-0832.39.3.175,,CLOSED,Neonatal Network,2020
10.1002/J.0022-0337.2011.75.10.TB05185.X,,CLOSED,Journal of Dental Education,2011
10.2498/iti.2013.0508,,CLOSED,Proceedings of the ITI 2013 35th International Conference on Information Technology Interfaces,2013
10.1021/acsami.8b01129,,CLOSED,ACS Applied Materials and Interfaces,2018
10.1155/2014/840283,http://downloads.hindawi.com/journals/tswj/2014/840283.pdf,GOLD,TheScientificWorldJournal,2014
10.1007/s10845-014-0900-0,,CLOSED,Journal of Intelligent Manufacturing,2014
10.1007/978-3-319-46523-4_9,,CLOSED,International Workshop on the Semantic Web,2016
10.1007/978-3-642-41230-1_19,,CLOSED,WISE,2013
10.1016/j.jvcir.2020.102950,,CLOSED,Journal of Visual Communication and Image Representation,2020
10.1109/CEC.2013.6557706,,CLOSED,IEEE Congress on Evolutionary Computation,2013
10.1364/OE.19.007646,,CLOSED,Optics Express,2011
10.1109/TWC.2020.2989343,http://arxiv.org/pdf/2005.00968,GREEN,IEEE Transactions on Wireless Communications,2020
10.1364/OL.39.002719,,CLOSED,Optics Letters,2014
10.1002/etc.2994,,CLOSED,Environmental Toxicology and Chemistry,2015
10.1186/s12864-019-5542-3,https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-019-5542-3,GOLD,BMC Genomics,2019
10.1590/S1415-47572012005000065,http://www.scielo.br/pdf/gmb/v35n4/2012-009.pdf,GOLD,Genetics and Molecular Biology,2012
10.1074/jbc.M112.409599,http://www.jbc.org/content/288/17/12114.full.pdf,HYBRID,Journal of Biological Chemistry,2013
10.3892/etm.2016.3543,https://www.spandidos-publications.com/10.3892/etm.2016.3543/download,GOLD,Experimental and Therapeutic Medicine,2016
10.1186/s12903-016-0243-7,https://bmcoralhealth.biomedcentral.com/track/pdf/10.1186/s12903-016-0243-7,GOLD,BMC Oral Health,2016
10.1093/qjmed/hcu025,https://academic.oup.com/qjmed/article-pdf/107/4/253/4702919/hcu025.pdf,HYBRID,QJM : monthly journal of the Association of Physicians,2014
10.1016/j.bbamem.2008.11.020,,CLOSED,Biochimica et Biophysica Acta,2009
10.3141/2435-05,,CLOSED,,2014
10.1109/ACCESS.2019.2915125,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08708281.pdf,GOLD,IEEE Access,2019
10.1111/andr.12002,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/andr.12002,BRONZE,Andrology,2015
10.1159/000119414,,CLOSED,European Surgical Research,2008
10.1016/j.resuscitation.2018.01.019,,CLOSED,Resuscitation,2018
10.1002/mus.25071,,CLOSED,Muscle and Nerve,2016
10.1016/j.eururo.2008.04.076,,CLOSED,European Urology,2009
10.1007/s00330-019-06350-1,,CLOSED,European Radiology,2019
10.1038/jhh.2010.26,https://www.nature.com/articles/jhh201026.pdf,BRONZE,Journal of Human Hypertension,2010
10.1017/S1041610211002250,,CLOSED,International Psychogeriatrics,2011
10.1297/cpe.25.77,https://www.jstage.jst.go.jp/article/cpe/25/2/25_2016-0001/_pdf,GOLD,Clinical Pediatric Endocrinology,2016
10.1186/1749-8090-8-104,https://cardiothoracicsurgery.biomedcentral.com/track/pdf/10.1186/1749-8090-8-104,GOLD,Journal of Cardiothoracic Surgery,2013
10.1080/14017431.2017.1332383,,CLOSED,Scandinavian Cardiovascular Journal,2017
10.1016/j.jid.2019.12.005,http://www.jidonline.org/article/S0022202X19334888/pdf,BRONZE,Journal of Investigative Dermatology,2020
10.2147/TCRM.S79080,https://www.dovepress.com/getfile.php?fileID=28174,GOLD,Therapeutics and Clinical Risk Management,2015
10.1016/S1995-7645(12)60115-1,,CLOSED,Asian Pacific Journal of Tropical Medicine,2012
10.1016/j.mehy.2012.07.040,,CLOSED,Medical Hypotheses,2012
10.1016/j.aca.2018.03.066,,CLOSED,Analytica Chimica Acta,2018
10.1021/acs.joc.8b03242,,CLOSED,Journal of Organic Chemistry,2019
10.1074/jbc.M117.778449,http://www.jbc.org/content/292/35/14668.full.pdf,HYBRID,Journal of Biological Chemistry,2017
10.3762/bjoc.9.141,https://www.beilstein-journals.org/bjoc/content/pdf/1860-5397-9-141.pdf,GOLD,Beilstein Journal of Organic Chemistry,2013
10.1177/1354066119828184,,CLOSED,European Journal of International Relations,2019
10.3389/fpsyg.2014.01236,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01236/pdf,GOLD,Frontiers in Psychology,2014
10.1080/17470218.2016.1204328,http://eprints.whiterose.ac.uk/101872/8/Haynes%20et%20al%20%282016%29%20IIV_Errors%20%28QJEP%20AuthorsCopy%29.pdf,GREEN,Quarterly Journal of Experimental Psychology,2017
10.1109/TRO.2014.2351113,http://arxiv.org/pdf/1312.6533,GREEN,IEEE Transactions on robotics,2013
10.1109/ACCESS.2020.2968529,https://ieeexplore.ieee.org/ielx7/6287639/8948470/08964371.pdf,GOLD,IEEE Access,2020
10.1016/j.cad.2018.04.003,,CLOSED,Comput. Aided Des.,2018
10.1109/CEC.2014.6900415,,CLOSED,IEEE Congress on Evolutionary Computation,2014
10.1109/SASOW.2010.55,,CLOSED,2010 Fourth IEEE International Conference on Self-Adaptive and Self-Organizing Systems Workshop,2010
10.1109/ICPR.2016.7900212,,CLOSED,International Conference on Pattern Recognition,2016
10.1021/jacs.8b08053,,CLOSED,Journal of the American Chemical Society,2018
10.1177/096739111702500201,https://eprints.kingston.ac.uk/id/eprint/37680/1/Lai-C-Y-37680-AAM.pdf,GREEN,,2017
10.1177/0263775815594311,,CLOSED,,2015
10.1890/07-0849.1,,CLOSED,Ecology,2008
10.1016/j.socscimed.2014.12.001,,CLOSED,Social Science & Medicine (1967),2015
10.1016/j.gene.2017.07.058,https://europepmc.org/articles/pmc5595655?pdf=render,GREEN,Gene,2017
10.1016/j.mito.2014.11.002,,CLOSED,Mitochondrion (Amsterdam. Print),2014
10.1016/j.nmd.2007.12.008,,CLOSED,Neuromuscular Disorders,2008
10.1016/j.tig.2020.08.004,,CLOSED,Trends in Genetics,2020
10.3389/fninf.2016.00021,https://www.frontiersin.org/articles/10.3389/fninf.2016.00021/pdf,GOLD,Front. Neuroinform.,2016
10.1371/journal.pone.0193048,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0193048&type=printable,GOLD,PLoS ONE,2018
10.1038/aps.2012.157,https://www.nature.com/articles/aps2012157.pdf,BRONZE,Acta Pharmacologica Sinica,2012
10.1016/j.bioorg.2009.09.002,,CLOSED,Bioorganic chemistry (Print),2009
10.1098/rspb.2019.2438,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2019.2438,HYBRID,Proceedings of the Royal Society B,2019
10.1038/nature13031,http://arxiv.org/pdf/1403.4973,GREEN,,2014
10.1364/OE.25.013101,,CLOSED,Optics Express,2017
10.1097/MD.0000000000016236,,CLOSED,Medicine,2019
10.1007/s12020-018-1730-1,,CLOSED,Endocrine,2018
10.1309/AJCP93LJPTRQPDKR,https://academic.oup.com/ajcp/article-pdf/134/1/127/48764360/ajcp_134_1_127.pdf,HYBRID,American Journal of Clinical Pathology,2010
10.1002/jbm.a.36310,https://europepmc.org/articles/pmc6991324?pdf=render,GREEN,Journal of Biomedical Materials Research. Part A,2018
10.4103/jehp.jehp_102_17,,CLOSED,Journal of Education and Health Promotion,2018
10.1177/229255031502300410,https://europepmc.org/articles/pmc4664135?pdf=render,GREEN,Plastic Surgery,2015
10.1111/ajt.14703,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14703,HYBRID,American Journal of Transplantation,2018
10.4103/ijmr.IJMR_1368_16,,CLOSED,The Indian journal of medical research,2018
10.1016/j.dld.2013.03.015,,CLOSED,Digestive and Liver Disease,2013
10.1021/ja303263y,https://europepmc.org/articles/pmc3426279?pdf=render,GREEN,Journal of the American Chemical Society,2012
10.1039/b713218b,,CLOSED,Photochemical and Photobiological Sciences,2008
10.1007/s00216-018-0980-3,,CLOSED,Analytical and Bioanalytical Chemistry,2018
10.1021/acsami.7b12470,,CLOSED,ACS Applied Materials and Interfaces,2017
10.1177/1045159520941082,,CLOSED,,2020
10.1017/S0963180120000146,,CLOSED,Cambridge Quarterly of Healthcare Ethics,2020
10.1080/10749357.2016.1155278,https://europepmc.org/articles/pmc4929017?pdf=render,GREEN,Topics in Stroke Rehabilitation,2016
10.1109/IROS45743.2020.9341569,http://arxiv.org/pdf/2008.00376,GREEN,IEEE/RJS International Conference on Intelligent RObots and Systems,2020
10.1016/j.neucom.2020.04.098,,CLOSED,Neurocomputing,2020
10.1109/INFCOM.2012.6195714,,CLOSED,2012 Proceedings IEEE INFOCOM,2012
10.1177/1687814018819530,https://journals.sagepub.com/doi/pdf/10.1177/1687814018819530,GOLD,Advances in Mechanical Engineering,2019
10.1109/ICIP.2019.8803738,,CLOSED,International Conference on Information Photonics,2019
10.1145/2396761.2396838,,CLOSED,International Conference on Information and Knowledge Management,2012
10.1177/1743872112443762,,CLOSED,,2016
10.3390/vaccines8030511,https://www.mdpi.com/2076-393X/8/3/511/pdf?version=1599557861,GOLD,Vaccines,2020
10.1016/j.virusres.2017.09.014,,CLOSED,Virus Research,2017
10.3892/mmr.2017.7236,https://www.spandidos-publications.com/10.3892/mmr.2017.7236/download,HYBRID,Molecular Medicine Reports,2017
10.1186/1476-9255-8-30,https://journal-inflammation.biomedcentral.com/counter/pdf/10.1186/1476-9255-8-30,GOLD,Journal of Inflammation,2011
10.2174/1871523011312010010,,CLOSED,Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry,2013
10.1016/j.peptides.2007.11.017,,CLOSED,Peptides,2008
10.1016/j.scitotenv.2011.12.033,,CLOSED,Science of the Total Environment,2012
10.1007/s00221-015-4201-4,,CLOSED,Experimental Brain Research,2015
10.3390/molecules191219390,https://www.mdpi.com/1420-3049/19/12/19390/pdf?version=1416919597,GOLD,Molecules,2014
10.1109/TUFFC.2011.2061,,CLOSED,"IEEE Transactions on Ultrasonics, Ferroelectrics and Frequency Control",2011
10.1039/c6an02278b,,CLOSED,In Analysis,2017
10.1136/jclinpath-2016-204269,http://www.repositorio.ufc.br/bitstream/riufc/24918/1/2017_art_hlrjunior.pdf,GREEN,Journal of Clinical Pathology,2017
10.1159/000362085,,CLOSED,Chemotherapy,2014
10.4143/crt.2018.534,http://www.e-crt.org/upload/pdf/crt-2018-534.pdf,GOLD,Cancer research and treatment : official journal of Korean Cancer Association,2019
10.1007/s12194-013-0206-5,https://link.springer.com/content/pdf/10.1007/s12194-013-0206-5.pdf,BRONZE,Radiological Physics and Technology,2013
10.1186/1471-2407-13-111,https://bmccancer.biomedcentral.com/counter/pdf/10.1186/1471-2407-13-111,GOLD,BMC Cancer,2013
10.1093/ckj/sfx122,https://academic.oup.com/ckj/article-pdf/11/3/315/25084774/sfx122.pdf,GOLD,Clinical Kidney Journal,2017
10.3389/fped.2020.00144,https://www.frontiersin.org/articles/10.3389/fped.2020.00144/pdf,GOLD,Frontiers in Pediatrics,2020
10.4103/0970-0358.59300,,CLOSED,Indian Journal of Plastic Surgery,2009
10.1016/j.bios.2015.08.049,,CLOSED,Biosensors & bioelectronics,2016
10.1542/peds.2015-4016,,CLOSED,Pediatrics,2016
10.1007/978-3-319-58877-3_1,,CLOSED,International ICST Conference on Wireless Mobile Communication and Healthcare,2016
10.1016/j.sysconle.2018.04.009,,CLOSED,Systems & control letters (Print),2018
10.1016/j.specom.2015.07.003,,CLOSED,Speech Communication,2015
10.1145/2095697.2095721,https://kanazawa-u.repo.nii.ac.jp/?action=repository_action_common_download&item_id=8573&item_no=1&attribute_id=26&file_no=1,GREEN,Advances in Mobile Multimedia,2011
10.1021/la404257m,,CLOSED,Langmuir,2014
10.1093/rpd/ncp240,,CLOSED,Radiation Protection Dosimetry,2009
10.3389/fpls.2020.569871,https://www.frontiersin.org/articles/10.3389/fpls.2020.569871/pdf,GOLD,Frontiers in Plant Science,2020
10.1016/j.dib.2016.03.083,,CLOSED,Data in Brief,2016
10.1016/j.exer.2016.03.017,,CLOSED,Experimental Eye Research,2016
10.1016/j.fsi.2017.05.020,,CLOSED,Fish and Shellfish Immunology,2017
10.3390/ijerph110403728,https://www.mdpi.com/1660-4601/11/4/3728/pdf?version=1403142846,GOLD,International Journal of Environmental Research and Public Health,2014
10.1177/0300060518789304,https://journals.sagepub.com/doi/pdf/10.1177/0300060518789304,GOLD,Journal of International Medical Research,2018
10.1016/j.pbi.2020.10.005,https://www.sciencedirect.com/science/article/am/pii/S1369526620301163,BRONZE,Current opinion in plant biology,2020
10.1139/cjm-2018-0129,,CLOSED,Canadian Journal of Microbiology (print),2018
10.1016/j.abb.2017.12.010,,CLOSED,Archives of Biochemistry and Biophysics,2018
10.1016/j.nlm.2016.04.003,https://europepmc.org/articles/pmc6329462?pdf=render,GREEN,Neurobiology of Learning and Memory,2016
10.3791/3316,https://europepmc.org/articles/pmc3217646?pdf=render,GREEN,Journal of Visualized Experiments,2011
10.3390/jimaging5020030,https://www.mdpi.com/2313-433X/5/2/30/pdf?version=1550750179,GOLD,Journal of Imaging,2019
10.1039/c2an35909j,,CLOSED,In Analysis,2012
10.11817/j.issn.1672-7347.2016.11.004,,CLOSED,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,2016
10.1016/j.contraception.2016.11.004,,CLOSED,Contraception,2017
10.1007/s00256-018-2957-x,,CLOSED,Skeletal Radiology,2018
10.1002/14651858.CD010449.pub2,https://europepmc.org/articles/pmc6457731?pdf=render,GREEN,Cochrane Database of Systematic Reviews,2014
10.1097/JCMA.0000000000000125,,CLOSED,Journal of the Chinese Medical Association,2019
10.1080/14767050903180965,,CLOSED,Journal of Maternal-Fetal & Neonatal Medicine,2009
10.1007/s10930-008-9126-3,,CLOSED,The Protein Journal,2008
10.1016/j.jcis.2019.03.047,,CLOSED,Journal of Colloid and Interface Science,2019
10.21236/ada607671,,CLOSED,U.S. Army Medical Department journal,2009
10.1007/s10903-010-9341-9,https://europepmc.org/articles/pmc3089669?pdf=render,GREEN,Journal of Immigrant and Minority Health,2011
10.1080/19371910802678715,https://europepmc.org/articles/pmc2749973?pdf=render,GREEN,Social Work in Public Health,2009
10.1007/s00406-019-01090-1,,CLOSED,European Archives of Psychiatry and Clinical Neuroscience,2019
10.1515/auto-2014-1164,,CLOSED,at - Automatisierungstechnik,2015
10.3390/ijms16059385,https://www.mdpi.com/1422-0067/16/5/9385/pdf?version=1429865490,GOLD,International Journal of Molecular Sciences,2015
10.1016/j.sysconle.2019.104543,,CLOSED,Systems & control letters (Print),2019
10.1098/rspa.2019.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rspa.2019.0081,BRONZE,Proceedings of the Royal Society A,2017
10.1007/978-3-642-39259-7_35,https://researchrepository.ul.ie/articles/conference_contribution/A_security_assurance_framework_for_networked_medical_devices/19854703/1/files/35270473.pdf,GREEN,International Conference on Product Focused Software Process Improvement,2013
10.1109/JSAC.2013.130305,,CLOSED,IEEE Journal on Selected Areas in Communications,2013
10.1109/TKDE.2018.2848257,,CLOSED,IEEE Transactions on Knowledge and Data Engineering,2019
10.1002/ett.2893,,CLOSED,Transactions on Emerging Telecommunications Technologies,2014
10.1609/aaai.v24i1.7742,https://ojs.aaai.org/index.php/AAAI/article/download/7742/7602,BRONZE,AAAI Conference on Artificial Intelligence,2010
10.3390/s20061547,https://www.mdpi.com/1424-8220/20/6/1547/pdf?version=1584102757,GOLD,Italian National Conference on Sensors,2020
10.1016/j.shpsc.2008.06.004,,CLOSED,Studies in history and philosophy of biological and biomedical sciences,2008
10.1007/s13197-017-2533-8,https://europepmc.org/articles/pmc5430165?pdf=render,GREEN,Journal of food science and technology,2017
10.1177/155892501300800411,https://journals.sagepub.com/doi/pdf/10.1177/155892501300800411,BRONZE,,2013
10.7314/APJCP.2014.15.23.10225,http://society.kisti.re.kr/sv/SV_svpsbs03V.do?method=download&cn1=JAKO201505458144574,GOLD,Asian Pacific Journal of Cancer Prevention,2015
10.1099/ijs.0.029215-0,http://ijs.microbiologyresearch.org/deliver/fulltext/ijsem/62/4/770_ijs029215.pdf?itemId=/content/journal/ijsem/10.1099/ijs.0.029215-0&mimeType=pdf&isFastTrackArticle=,BRONZE,International Journal of Systematic and Evolutionary Microbiology,2012
10.2183/pjab.85.198,https://www.jstage.jst.go.jp/article/pjab/85/6/85_6_198/_pdf,BRONZE,"Proceedings of the Japan Academy. Series B, Physical and biological sciences",2009
10.1111/J.1699-0463.1986.TB03050.X,,CLOSED,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section B, Microbiology",2009
10.4172/2161-0681.S4-006,https://europepmc.org/articles/pmc3674854?pdf=render,GREEN,Journal of Clinical & Experimental Pathology,2012
10.7554/eLife.03083,,CLOSED,eLife,2014
10.1101/gad.2030811,http://genesdev.cshlp.org/content/25/9/959.full.pdf,GOLD,Genes & Development,2011
10.1016/j.neulet.2014.03.026,,CLOSED,Neuroscience Letters,2014
10.1016/j.phrs.2016.06.024,https://europepmc.org/articles/pmc5026602?pdf=render,GREEN,Pharmacological Research,2016
10.1002/cbic.202000509,,CLOSED,ChemBioChem,2020
10.1016/j.freeradbiomed.2015.07.009,,CLOSED,Free Radical Biology & Medicine,2015
10.1007/s00521-009-0243-5,,CLOSED,Neural computing & applications (Print),2009
10.1016/j.ebiom.2018.01.015,http://www.thelancet.com/article/S2352396418300197/pdf,GOLD,EBioMedicine,2018
10.1159/000286559,,CLOSED,American Journal of Nephrology,2010
10.1080/02713683.2019.1608260,,CLOSED,Current Eye Research,2019
10.5213/inj.2010.14.4.256,https://www.einj.org/upload/pdf/inj-14-256.pdf,GOLD,International Neurourology Journal,2010
10.1055/S-0029-1236266,,CLOSED,Deutsche Medizinische Wochenschrift,2009
10.1155/2015/675245,http://downloads.hindawi.com/journals/ije/2015/675245.pdf,GOLD,International Journal of Endocrinology,2015
10.2471/BLT.11.088815,https://doi.org/10.2471/blt.11.088815,BRONZE,Bulletin of the World Health Organization,2011
10.1016/j.jcms.2014.04.029,,CLOSED,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery,2014
10.1118/1.4917480,,CLOSED,Medical Physics (Lancaster),2015
10.1002/anie.201704400,,CLOSED,Angewandte Chemie,2017
10.1021/acs.joc.0c01101,,CLOSED,Journal of Organic Chemistry,2020
10.1016/j.evalprogplan.2019.101729,,CLOSED,Evaluation and Program Planning,2019
10.1097/PSY.0000000000000072,https://europepmc.org/articles/pmc5660872?pdf=render,GREEN,Psychosomatic Medicine,2014
10.1002/mrc.2865,,CLOSED,Magnetic resonance in chemistry : MRC,2012
10.2166/wst.2008.103,,CLOSED,Water Science and Technology,2008
10.1109/INISTA.2015.7276731,,CLOSED,International Symposium on INnovations in Intelligent SysTems and Applications,2015
10.1142/S0218196711006479,http://arxiv.org/pdf/1009.1349,GREEN,International journal of algebra and computation,2010
10.1109/ISIT.2008.4595333,http://www.cs.cmu.edu/~venkatg/pubs/papers/RAA.pdf,GREEN,2008 IEEE International Symposium on Information Theory,2008
10.1007/s11277-020-07930-x,,CLOSED,Wireless personal communications,2020
10.1109/ICInfA.2018.8812404,,CLOSED,International Conference on Informatics and Analytics,2018
